name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
"McCarthy, Paul",Male,born 1945,1945,9999,"Salt Lake City, United States",Missing,http://www.tate.org.uk/art/artists/paul-mccarthy-2766
"McCartney, Linda",Female,1941–1998,1941,1998,"New York, United States","Tucson, United States",http://www.tate.org.uk/art/artists/linda-mccartney-1603
"McComb, Leonard",Male,born 1930,1930,9999,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/leonard-mccomb-1604
"McCullin, Don",Male,born 1935,1935,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/don-mccullin-7026
"McElheny, Josiah",Male,born 1966,1966,9999,"Boston, United States",Missing,http://www.tate.org.uk/art/artists/josiah-mcelheny-9572
"McEvoy, Ambrose",Male,1878–1927,1878,1927,"Wiltshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ambrose-mcevoy-1605
"McEvoy, Mary",Female,1870–1941,1870,1941,"Freshford, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/mary-mcevoy-1606
"McEwen, Rory",Male,1932–1982,1932,1982,"Scotland, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/rory-mcewen-1607
"McFadyen, Jock",Male,born 1950,1950,9999,"Paisley, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jock-mcfadyen-5448
"McFall, David B.",Male,1919–1988,1919,1988,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/david-b-mcfall-1608
"McHale, John",Male,1922–1978,1922,1978,Missing,Missing,http://www.tate.org.uk/art/artists/john-mchale-2393
"McKeever, Ian",Male,born 1946,1946,9999,"Withernsea, United Kingdom",Missing,http://www.tate.org.uk/art/artists/ian-mckeever-2335
"McKenna, Stephen",Male,born 1939,1939,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/stephen-mckenna-2194
"McKenzie, Lucy",Female,born 1977,1977,9999,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/lucy-mckenzie-8631
"McKinnon, Michael",Male,born 1940,1940,9999,Missing,Missing,http://www.tate.org.uk/art/artists/michael-mckinnon-1609
"McLachlan, Thomas Hope",Male,1845–1897,1845,1897,Missing,Missing,http://www.tate.org.uk/art/artists/thomas-hope-mclachlan-364
"McLaughlin, John",Male,1898–1976,1898,1976,"Sharon, United States","Dana Point, United States",http://www.tate.org.uk/art/artists/john-mclaughlin-2787
"McLean, Bruce",Male,born 1944,1944,9999,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/bruce-mclean-1610
"McLean, John",Male,born 1939,1939,9999,"Liverpool, United Kingdom",Missing,http://www.tate.org.uk/art/artists/john-mclean-1611
"McMillan, William",Male,1887–1977,1887,1977,"Aberdeen, United Kingdom",Missing,http://www.tate.org.uk/art/artists/william-mcmillan-1612
"McQueen, Steve",Male,born 1969,1969,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/steve-mcqueen-2387
"McTaggart, William",Male,1835–1910,1835,1910,"Argyll and Bute, United Kingdom","Midlothian, United Kingdom",http://www.tate.org.uk/art/artists/william-mctaggart-366
"McWilliam, F.E.",Male,1909–1992,1909,1992,"Down, United Kingdom",Missing,http://www.tate.org.uk/art/artists/fe-mcwilliam-1613
"Meštrovic, Ivan",Male,1883–1962,1883,1962,Hrvatska,"South Bend, United States",http://www.tate.org.uk/art/artists/ivan-mestrovic-1625
"Mead, Dorothy",Female,1928–1975,1928,1975,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/dorothy-mead-1614
"Meadows, Bernard",Male,1915–2005,1915,2005,"Norwich, United Kingdom",Missing,http://www.tate.org.uk/art/artists/bernard-meadows-1615
"Meadows, Jason",Male,born 1972,1972,9999,"Indianapolis, United States",Missing,http://www.tate.org.uk/art/artists/jason-meadows-7084
"Medalla, David",Male,born 1942,1942,9999,"Manila, Pilipinas",Missing,http://www.tate.org.uk/art/artists/david-medalla-7213
"Medley, Robert",Male,1905–1994,1905,1994,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/robert-medley-1616
"Mednikoff, Reuben",Male,1906–1972,1906,1972,"London, United Kingdom","Bexhill-on-Sea, United Kingdom",http://www.tate.org.uk/art/artists/reuben-mednikoff-1617
"Mehring, Howard",Male,born 1931,1931,9999,"Washington, United States",Missing,http://www.tate.org.uk/art/artists/howard-mehring-1618
"Meidner, Else",Female,1901–1987,1901,1987,"Berlin, Deutschland",Missing,http://www.tate.org.uk/art/artists/else-meidner-1619
"Meireles, Cildo",Male,born 1948,1948,9999,"Rio de Janeiro, Brasil",Missing,http://www.tate.org.uk/art/artists/cildo-meireles-6633
"Mekas, Jonas",Male,born 1922,1922,9999,Lietuva,Missing,http://www.tate.org.uk/art/artists/jonas-mekas-9674
"Melland, Sylvia",Female,1906–1993,1906,1993,"Altrincham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/sylvia-melland-2646
"Mellis, Margaret",Female,1914–2009,1914,2009,Zhonghua,Missing,http://www.tate.org.uk/art/artists/margaret-mellis-1620
"Mellors, Nathaniel",Male,born 1974,1974,9999,"Doncaster, United Kingdom",Missing,http://www.tate.org.uk/art/artists/nathaniel-mellors-11955
"Melnikov, Dmitrii",Missing,1899 – 1962,1899,1962,Missing,Missing,http://www.tate.org.uk/art/artists/dmitrii-melnikov-17135
"Melville, Arthur",Male,1855–1904,1855,1904,"Angus, United Kingdom","Whiteley Village, United Kingdom",http://www.tate.org.uk/art/artists/arthur-melville-375
"Mendieta, Ana",Female,1948–1985,1948,1985,"La Habana, Cuba","New York, United States",http://www.tate.org.uk/art/artists/ana-mendieta-11167
"Meneeley, Ed",Male,born 1927,1927,9999,"Wilkes-Barre, United States",Missing,http://www.tate.org.uk/art/artists/ed-meneeley-1621
"Meninsky, Bernard",Male,1891–1950,1891,1950,Ukrayina,"London, United Kingdom",http://www.tate.org.uk/art/artists/bernard-meninsky-1622
"Menpes, Mortimer",Male,1855–1939,1855,1939,"Port Adelaide, Australia",Missing,http://www.tate.org.uk/art/artists/mortimer-menpes-376
"Mercier, Philip",Male,?1689–1760,1689,1760,"Berlin, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/philip-mercier-377
"Merivale, Francis",Missing,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/francis-merivale-2538
"Merritt, Anna Lea",Female,1844–1930,1844,1930,"Philadelphia, United States","Hurstbourne Tarrant, United Kingdom",http://www.tate.org.uk/art/artists/anna-lea-merritt-378
"Merz, Mario",Male,1925–2003,1925,2003,"Milano, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-merz-1623
"Merz, Marisa",Female,born 1931,1931,9999,"Torino, Italia",Missing,http://www.tate.org.uk/art/artists/marisa-merz-12525
"Mesens, E.L.T.",Male,1903–1971,1903,1971,"Bruxelles, België","London, United Kingdom",http://www.tate.org.uk/art/artists/elt-mesens-1624
"Messager, Annette",Female,born 1943,1943,9999,"Berck, France",Missing,http://www.tate.org.uk/art/artists/annette-messager-2670
"Methuen, Lord",Male,1886–1974,1886,1974,"Corsham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/lord-methuen-1626
"Metzger, Gustav",Male,born 1926,1926,9999,"Noremburg, Deutschland",Missing,http://www.tate.org.uk/art/artists/gustav-metzger-7196
"Metzinger, Jean",Male,1883–1956,1883,1956,"Nantes, France","Paris, France",http://www.tate.org.uk/art/artists/jean-metzinger-1627
"Meyer, Bill",Male,born 1942,1942,9999,"Melbourne, Australia",Missing,http://www.tate.org.uk/art/artists/bill-meyer-4547
"Meyer, Klaus",Male,1918–2002,1918,2002,"Berlin, Deutschland",Missing,http://www.tate.org.uk/art/artists/klaus-meyer-6872
"Michael, Alan",Male,born 1967,1967,9999,"Glasgow, United Kingdom",Missing,http://www.tate.org.uk/art/artists/alan-michael-9059
"Michaux, Henri",Male,1899–1984,1899,1984,"Namur, België",Missing,http://www.tate.org.uk/art/artists/henri-michaux-1628
"Michell, Keith",Male,born 1928,1928,9999,Missing,Missing,http://www.tate.org.uk/art/artists/keith-michell-1629
"Michelmore, Richard",Male,1928 – 2005,1928,2005,Missing,Missing,http://www.tate.org.uk/art/artists/richard-michelmore-2706
"Middleditch, Edward",Male,1923–1987,1923,1987,"Chelmsford, United Kingdom",Missing,http://www.tate.org.uk/art/artists/edward-middleditch-1630
"Mikhailov, Boris",Male,born 1938,1938,9999,"Kharkov, Ukrayina",Missing,http://www.tate.org.uk/art/artists/boris-mikhailov-5975
"Millais, Sir John Everett, Bt",Male,1829–1896,1829,1896,"Southampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-everett-millais-bt-379
"Millares, Manolo",Male,1926–1972,1926,1972,"Las Palmas de Gran Canaria, España","Madrid, España",http://www.tate.org.uk/art/artists/manolo-millares-1631
"Miller, Godfrey",Male,1893–1964,1893,1964,"Wellington, New Zealand","Sydney, Australia",http://www.tate.org.uk/art/artists/godfrey-miller-1632
"Miller, Harland",Male,born 1964,1964,9999,"Yorkshire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/harland-miller-12117
"Miller, Jack",Male,1945–2004,1935,2004,"Edinburgh, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jack-miller-2195
"Miller, James",Male,exhibited 1773–1791,1773,1791,Missing,Missing,http://www.tate.org.uk/art/artists/james-miller-2561
"Milles, Carl",Male,1875–1955,1875,1955,"Lagan, Sverige","Lidingö, Sverige",http://www.tate.org.uk/art/artists/carl-milles-1633
"Millet, Francis Davis",Male,1846–1912,1846,1912,"Mattapoisett, United States",Missing,http://www.tate.org.uk/art/artists/francis-davis-millet-1634
"Millington, Professor",Male,18th century,1700,1799,Missing,Missing,http://www.tate.org.uk/art/artists/professor-millington-2624
"Millington, Terence",Male,born 1942,1942,9999,"Birmingham, United Kingdom",Missing,http://www.tate.org.uk/art/artists/terence-millington-1635
"Millner, William Edwards",Male,1849–1895,1849,1895,Missing,Missing,http://www.tate.org.uk/art/artists/william-edwards-millner-380
"Milne, John",Male,1931–1978,1931,1978,"Lancashire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/john-milne-1636
"Milne, Malcolm",Male,1887–1954,1887,1954,"England, United Kingdom",Oxford,http://www.tate.org.uk/art/artists/malcolm-milne-1637
"Milow, Keith",Male,born 1945,1945,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/keith-milow-1638
"Milroy, Lisa",Female,born 1959,1959,9999,"Vancouver, Canada",Missing,http://www.tate.org.uk/art/artists/lisa-milroy-2220
"Milton, Peter",Male,born 1930,1930,9999,"Montgomery, United States",Missing,http://www.tate.org.uk/art/artists/peter-milton-1639
"Minami, Keiko",Female,1911–2004,1911,2004,Nihon,Nihon,http://www.tate.org.uk/art/artists/keiko-minami-1640
"Minaux, André",Male,born 1923,1923,9999,"Paris, France",Missing,http://www.tate.org.uk/art/artists/andre-minaux-1641
"Minguzzi, Luciano",Male,1911 – 2004,1911,2004,"Bologna, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/luciano-minguzzi-1642
"Mintchine, Abraham",Male,1898–1931,1898,1931,"Kiyev, Ukrayina","La Garde, France",http://www.tate.org.uk/art/artists/abraham-mintchine-1643
"Minton, John",Male,1917–1957,1917,1957,"Cambridge, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-minton-1644
"Mir, Aleksandra",Female,born 1967,1967,9999,Polska,Missing,http://www.tate.org.uk/art/artists/aleksandra-mir-10038
"Mirea, Joan",Female,born 1912,1912,9999,Missing,Missing,http://www.tate.org.uk/art/artists/joan-mirea-1645
"Miró, Joan",Male,1893–1983,1893,1983,"Barcelona, España","Palma de Mallorca, España",http://www.tate.org.uk/art/artists/joan-miro-1646
"Mistry, Dhruva",Male,born 1957,1957,9999,"Gujarat, Bharat",Missing,http://www.tate.org.uk/art/artists/dhruva-mistry-2212
"Mitchell, Denis",Male,1912–1993,1912,1993,"Wealdstone, United Kingdom","Newlyn, United Kingdom",http://www.tate.org.uk/art/artists/denis-mitchell-1647
"Mitchell, Joan",Female,1925–1992,1925,1992,"Chicago, United States","Paris, France",http://www.tate.org.uk/art/artists/joan-mitchell-6461
"Mitidieri, Dario",Male,born 1959,1959,9999,Italia,Missing,http://www.tate.org.uk/art/artists/dario-mitidieri-12049
"Miyajima, Tatsuo",Male,born 1957,1957,9999,"Tokyo, Nihon",Missing,http://www.tate.org.uk/art/artists/tatsuo-miyajima-2300
"Model, Lisette",Female,1906–1983,1906,1983,"Wien, Österreich","New York, United States",http://www.tate.org.uk/art/artists/lisette-model-11249
"Modigliani, Amedeo",Male,1884–1920,1884,1920,"Livorno, Italia","Paris, France",http://www.tate.org.uk/art/artists/amedeo-modigliani-1648
"Moffatt, Tracey",Female,born 1960,1960,9999,"Brisbane, Australia",Missing,http://www.tate.org.uk/art/artists/tracey-moffatt-2669
"Mofokeng, Santu",Male,Missing,1956,9999,"Johannesburg, South Africa",Missing,http://www.tate.org.uk/art/artists/santu-mofokeng-13378
"Moholy, Lucia",Female,1894–1989,1894,1989,Ceská Republika,Missing,http://www.tate.org.uk/art/artists/lucia-moholy-13004
"Moholy-Nagy, László",Male,1895–1946,1895,1946,Magyarország,"Chicago, United States",http://www.tate.org.uk/art/artists/laszlo-moholy-nagy-1649
"Moira, Gerald",Male,1867–1959,1867,1959,"London, United Kingdom","Northwood, United Kingdom",http://www.tate.org.uk/art/artists/gerald-moira-1650
"Molodkin, Andrei",Male,born 1966,1966,9999,"Moskva, Rossiya",Missing,http://www.tate.org.uk/art/artists/andrei-molodkin-15353
"Monahan, Matthew",Male,born 1972,1972,9999,"Eureka, United States",Missing,http://www.tate.org.uk/art/artists/matthew-monahan-8784
"Monamy, Peter",Male,1681–1749,1681,1749,London,"Greater London, United Kingdom",http://www.tate.org.uk/art/artists/peter-monamy-381
"Mondrian, Piet",Male,1872–1944,1872,1944,"Amersfoort, Nederland","New York, United States",http://www.tate.org.uk/art/artists/piet-mondrian-1651
"Monet, Claude",Male,1840–1926,1840,1926,"Paris, France","Giverny, France",http://www.tate.org.uk/art/artists/claude-monet-1652
"Monge, Priscilla",Female,born 1968,1968,9999,Costa Rica,Missing,http://www.tate.org.uk/art/artists/priscilla-monge-9245
"Monk, Jonathan",Male,born 1969,1969,9999,"Leicester, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jonathan-monk-8296
"Monnington, Sir Thomas",Male,1902–1976,1902,1976,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/sir-thomas-monnington-1653
"Monro, Dr Thomas",Male,1759–1833,1759,1833,Missing,Missing,http://www.tate.org.uk/art/artists/dr-thomas-monro-2517
"Monro, Henry",Male,1791–1814,1791,1814,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/henry-monro-2289
"Monro, Nicholas",Male,born 1936,1936,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/nicholas-monro-1654
"Monteiro, Anjali",Female,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/anjali-monteiro-18317
"Montpetit, Guy",Male,born 1938,1938,9999,"Montréal, Canada",Missing,http://www.tate.org.uk/art/artists/guy-montpetit-1655
"Moody, Ronald",Male,1900–1984,1900,1984,"Kingston, Jamaica","London, United Kingdom",http://www.tate.org.uk/art/artists/ronald-moody-2298
"Moon, Jeremy",Male,1934–1973,1934,1973,"Cheshire, United Kingdom",Missing,http://www.tate.org.uk/art/artists/jeremy-moon-1656
"Moon, Michael",Male,born 1937,1937,9999,"Edinburgh, United Kingdom",Missing,http://www.tate.org.uk/art/artists/michael-moon-1657
"Moor, Dmitrii",Missing,1883–1946,1883,1946,Missing,Missing,http://www.tate.org.uk/art/artists/dmitrii-moor-5648
"Moore Park, Carton",Male,1877–1956,1877,1956,Missing,Missing,http://www.tate.org.uk/art/artists/carton-moore-park-2518
"Moore, Albert",Male,1841–1893,1841,1893,"York, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/albert-moore-382
"Moore, Gareth",Male,born 1975,1975,9999,"Matsqui, Canada",Missing,http://www.tate.org.uk/art/artists/gareth-moore-13715
"Moore, Henry",Male,1831–1895,1831,1895,"York, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/henry-moore-383
"Moore, Henry, OM, CH",Male,1898–1986,1898,1986,"Castleford, United Kingdom",Missing,http://www.tate.org.uk/art/artists/henry-moore-om-ch-1659
"Moore, James",Male,1762–1799,1762,1799,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/james-moore-2283
"Moore, Raymond",Male,1920–1987,1920,1987,"Wallasey, United Kingdom",Missing,http://www.tate.org.uk/art/artists/raymond-moore-13683
"Moore, T.",Missing,18th century,1700,1799,Missing,Missing,http://www.tate.org.uk/art/artists/t-moore-2551
"Moran, Katy",Female,born 1975,1975,9999,"Manchester, United Kingdom",Missing,http://www.tate.org.uk/art/artists/katy-moran-11554
"Morandi, Giorgio",Male,1890–1964,1890,1964,"Bologna, Italia","Bologna, Italia",http://www.tate.org.uk/art/artists/giorgio-morandi-1660
"Mordmüller, Rainer G",Male,born 1941,1941,9999,Deutschland,Missing,http://www.tate.org.uk/art/artists/rainer-g-mordmuller-2196
"More, Jacob",Male,c.1740–1793,1740,1793,"Edinburgh, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/jacob-more-384
"Morellet, François",Male,born 1926,1926,9999,"Cholet, France","Cholet, France",http://www.tate.org.uk/art/artists/francois-morellet-1661
"Moreton, Warwick",Male,born 1947,1947,9999,Missing,Missing,http://www.tate.org.uk/art/artists/warwick-moreton-1662
Morin,Missing,Missing,9999,9999,Missing,Missing,http://www.tate.org.uk/art/artists/morin-2634
"Morison, Colin",Male,1732–1810,1732,1810,"Scotland, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/colin-morison-2272
"Morisot, Berthe",Female,1841–1895,1841,1895,"Bourges, France","Paris, France",http://www.tate.org.uk/art/artists/berthe-morisot-1663
"Moriyama, Daido",Male,born 1938,1938,9999,"Osaka, Nihon",Missing,http://www.tate.org.uk/art/artists/daido-moriyama-11595
"Morland, George",Male,1763–1804,1763,1804,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-morland-385
"Morland, Henry Robert",Male,1716–1797,1716,1797,Missing,"London, United Kingdom",http://www.tate.org.uk/art/artists/henry-robert-morland-386
"Morley, Harry",Male,1881–1943,1881,1943,"Leicester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/harry-morley-1664
"Morley, Malcolm",Male,born 1931,1931,9999,"London, United Kingdom",Missing,http://www.tate.org.uk/art/artists/malcolm-morley-1665
